,5-gram,count
0,"('may', 'earn', 'affiliate', 'commission', 'purchase')",651
1,"('earn', 'affiliate', 'commission', 'purchase', 'something')",651
2,"('affiliate', 'commission', 'purchase', 'something', 'recommended')",651
3,"('commission', 'purchase', 'something', 'recommended', 'link')",651
4,"('purchase', 'something', 'recommended', 'link', 'article')",600
5,"('microsoft', 'may', 'earn', 'affiliate', 'commission')",537
6,"('according', 'center', 'disease', 'control', 'prevention')",525
7,"('hour', 'hour', 'hour', 'hour', 'hour')",488
8,"('modal', 'window', 'beginning', 'dialog', 'window')",486
9,"('window', 'beginning', 'dialog', 'window', 'escape')",486
10,"('beginning', 'dialog', 'window', 'escape', 'cancel')",486
11,"('dialog', 'window', 'escape', 'cancel', 'close')",486
12,"('window', 'escape', 'cancel', 'close', 'window')",486
13,"('escape', 'cancel', 'close', 'window', 'end')",486
14,"('cancel', 'close', 'window', 'end', 'dialog')",486
15,"('close', 'window', 'end', 'dialog', 'window')",486
16,"('http', 'www', 'news', 'medical', 'net')",472
17,"('center', 'disease', 'control', 'prevention', 'cdc')",464
18,"('www', 'news', 'medical', 'net', 'news')",420
19,"('november', 'http', 'www', 'news', 'medical')",315
20,"('public', 'health', 'emergency', 'international', 'concern')",289
21,"('gay', 'bisexual', 'men', 'sex', 'men')",273
22,"('this', 'modal', 'window', 'beginning', 'dialog')",263
23,"('latest', 'breaking', 'update', 'delivered', 'straight')",220
24,"('breaking', 'update', 'delivered', 'straight', 'email')",220
25,"('update', 'delivered', 'straight', 'email', 'inbox')",220
26,"('the', 'latest', 'breaking', 'update', 'delivered')",218
27,"('window', 'end', 'dialog', 'window', 'the')",213
28,"('prolonged', 'face', 'to', 'face', 'contact')",212
29,"('end', 'dialog', 'window', 'the', 'latest')",208
30,"('dialog', 'window', 'the', 'latest', 'breaking')",208
31,"('window', 'the', 'latest', 'breaking', 'update')",208
32,"('close', 'skin', 'to', 'skin', 'contact')",199
33,"('vaccine', 'vaccine', 'vaccine', 'vaccine', 'vaccine')",184
34,"('www', 'who', 'int', 'publication', 'item')",181
35,"('http', 'www', 'who', 'int', 'publication')",176
36,"('something', 'recommended', 'link', 'article', 'the')",165
37,"('data', 'center', 'disease', 'control', 'prevention')",146
38,"('who', 'int', 'publication', 'item', 'who')",144
39,"('int', 'publication', 'item', 'who', 'mpx')",144
40,"('the', 'center', 'disease', 'control', 'prevention')",141
41,"('case', 'case', 'per', 'million', 'people')",140
42,"('center', 'disease', 'control', 'prevention', 'monkeypox')",138
43,"('recommended', 'link', 'article', 'the', 'world')",130
44,"('link', 'article', 'the', 'world', 'health')",130
45,"('healed', 'fresh', 'layer', 'skin', 'formed')",123
46,"('symptom', 'start', 'rash', 'fully', 'healed')",119
47,"('rash', 'fully', 'healed', 'fresh', 'layer')",119
48,"('fully', 'healed', 'fresh', 'layer', 'skin')",119
49,"('start', 'rash', 'fully', 'healed', 'fresh')",118
50,"('name', 'used', 'simultaneously', 'one', 'year')",118
51,"('time', 'symptom', 'start', 'rash', 'fully')",116
52,"('use', 'one', 'following', 'format', 'cite')",113
53,"('one', 'following', 'format', 'cite', 'article')",113
54,"('following', 'format', 'cite', 'article', 'essay')",113
55,"('format', 'cite', 'article', 'essay', 'paper')",113
56,"('cite', 'article', 'essay', 'paper', 'report')",113
57,"('medical', 'research', 'news', 'disease', 'infection')",111
58,"('used', 'simultaneously', 'one', 'year', 'monkeypox')",111
59,"('simultaneously', 'one', 'year', 'monkeypox', 'phased')",111
60,"('monkeypox', 'hiv', 'collided', 'tragic', 'effect')",110
61,"('access', 'monkeypox', 'hiv', 'prevention', 'treatment')",110
62,"('monkeypox', 'hiv', 'prevention', 'treatment', 'matter')",110
63,"('hiv', 'collided', 'tragic', 'effect', 'said')",107
64,"('collided', 'tragic', 'effect', 'said', 'cdc')",107
65,"('tragic', 'effect', 'said', 'cdc', 'monkeypox')",107
66,"('effect', 'said', 'cdc', 'monkeypox', 'incident')",107
67,"('said', 'cdc', 'monkeypox', 'incident', 'commander')",107
68,"('research', 'news', 'disease', 'infection', 'newstags')",105
69,"('news', 'medical', 'retrieved', 'november', 'http')",105
70,"('medical', 'retrieved', 'november', 'http', 'www')",105
71,"('retrieved', 'november', 'http', 'www', 'news')",105
72,"('news', 'medical', 'november', 'http', 'www')",105
73,"('medical', 'november', 'http', 'www', 'news')",105
74,"('news', 'medical', 'http', 'www', 'news')",105
75,"('medical', 'http', 'www', 'news', 'medical')",105
76,"('news', 'medical', 'viewed', 'november', 'http')",105
77,"('medical', 'viewed', 'november', 'http', 'www')",105
78,"('viewed', 'november', 'http', 'www', 'news')",105
79,"('the', 'world', 'health', 'organization', 'who')",104
80,"('today', 'report', 'reminds', 'access', 'monkeypox')",104
81,"('report', 'reminds', 'access', 'monkeypox', 'hiv')",104
82,"('reminds', 'access', 'monkeypox', 'hiv', 'prevention')",104
83,"('still', 'circulating', 'cause', 'severe', 'illness')",102
84,"('circulating', 'cause', 'severe', 'illness', 'death')",102
85,"('both', 'name', 'used', 'simultaneously', 'one')",102
86,"('article', 'the', 'world', 'health', 'organization')",101
87,"('patient', 'male', 'black', 'seventeen', 'patient')",100
88,"('newsletterplease', 'publish', 'namei', 'year', 'oldi')",99
89,"('publish', 'namei', 'year', 'oldi', 'accept')",99
90,"('namei', 'year', 'oldi', 'accept', 'term')",99
91,"('monkeypox', 'cause', 'death', 'contributing', 'factor')",98
92,"('disease', 'still', 'circulating', 'cause', 'severe')",98
93,"('according', 'data', 'center', 'disease', 'control')",97
94,"('there', 'probable', 'confirmed', 'monkeypox', 'case')",96
95,"('cause', 'death', 'contributing', 'factor', 'five')",96
96,"('died', 'monkeypox', 'cause', 'death', 'contributing')",95
97,"('investigation', 'determine', 'whether', 'monkeypox', 'causal')",95
98,"('people', 'weakened', 'immune', 'system', 'hiv')",95
99,"('made', 'drug', 'available', 'strategic', 'national')",95
